TAMANHO MAT_DERIV_PACIAL_T1 TOTAL_T1 MAT_JACOBI_T1 RESOLUCAO_T1
10      725.9119     558.3603    5659.9640     28249.6992  
32    627.7410    1819.0375    2863.4886    5108.2790  
50    531.9621    2298.1907    2603.7289    2595.0463  
